artist,avg_pop,avg_duration,avg_temp,avg_energy,avg_danceability,avg_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,rating_np,rating_ps,rating_pk,rating_hi,rating_svm
Sarah Meow,53,115476,104.64,0.25,0.71,-11.33,0.09,0.27,0.83,0.17,0.44,,,,,
Sarah Modene,23,260383,91.59,0.09,0.24,-23.61,0.04,0.9,0.99,0.1,0.1,,,,,
Sarah Oliveira,31,301786,123.45,0.6,0.55,-7.08,0.05,0,0.36,0.17,0.4,,,,,
Sarah Reeves,38,224555,135.01,0.58,0.48,-6.95,0.06,0,0.34,0.11,0.3,,,,,
Sarah Shook & the Disarmers,33,191307,137.51,0.82,0.56,-5.95,0.03,0,0.01,0.11,0.79,,,,,
Sarah Slean,22,193600,117.95,0.55,0.68,-6.39,0.03,0,0.28,0.05,0.53,,,,,
Sarantis,24,221853,149.46,0.77,0.61,-6.6,0.04,0.25,0.33,0.11,0.85,,,,,
Sarastus,22,258181,145.75,0.94,0.25,-3.75,0.1,0.38,0,0.24,0.07,,,,,
Saratoga,44,263509,114.83,0.82,0.51,-4.6,0.07,0,0.03,0.09,0.41,,,,,
Sarcastic Sounds,44,110981,119.91,0.42,0.69,-11.47,0.16,0.38,0.48,0.22,0.42,,,,,
Sarcófago,21,192484,110.23,0.85,0.28,-8.91,0.05,0.59,0,0.28,0.35,,,,,
Sarea,22,236777,120.4,0.94,0.36,-4.85,0.07,0.18,0,0.15,0.15,,,,,
Sarek,39,195409,129.31,0.76,0.61,-5.01,0.03,0,0.2,0.32,0.77,,,,,
Sarettii,53,154251,111.21,0.57,0.84,-8.75,0.11,0,0.3,0.14,0.6,,,,,
Sargeist,20,268154,127.93,0.98,0.17,-6.34,0.1,0.85,0,0.25,0.07,,,,,
Sari Schorr,28,253842,135.48,0.65,0.52,-5.83,0.03,0,0.08,0.31,0.38,,,,,
Sarina Paris,23,206069,131.97,0.92,0.78,-7.39,0.04,0.13,0.06,0.09,0.76,,,,,
Sarkodie,27,217793,113.42,0.78,0.77,-5.58,0.15,0,0.24,0.15,0.61,,,,,
Sarz,35,215132,120.44,0.68,0.78,-5.46,0.11,0.01,0.16,0.18,0.45,,,,,
Sasac,26,196255,140.01,0.53,0.71,-10.73,0.06,0.6,0.48,0.14,0.76,,,,,
Sascha Braemer,25,372051,121.17,0.55,0.78,-10.57,0.08,0.77,0.01,0.09,0.27,,,,,
Sascha Funke,28,406141,123.15,0.53,0.75,-11.45,0.06,0.83,0.05,0.1,0.28,,,,,
Sash!,35,245919,134.95,0.93,0.66,-5.91,0.06,0.38,0.05,0.16,0.64,,,,,
Sasha,25,360948,122.41,0.68,0.65,-10.96,0.07,0.7,0.21,0.15,0.34,,,,,
Sasha Alex Sloan,52,194679,121.78,0.39,0.64,-10.02,0.06,0.01,0.63,0.13,0.3,,,,,
Sasha Carassi,28,412148,123.01,0.73,0.73,-6.67,0.05,0.86,0,0.12,0.26,,,,,
Sasha F,26,201629,157.48,0.92,0.45,-5.03,0.15,0.01,0.01,0.11,0.27,,,,,
Sasha Lopez,45,210756,123.25,0.76,0.83,-6.7,0.07,0.05,0.08,0.54,0.71,,,,,
Sasha Primitive,21,286791,122.02,0.56,0.78,-7.78,0.05,0.32,0.09,0.25,0.48,,,,,
Sashamon,43,247453,125.06,0.52,0.88,-7.17,0.07,0.03,0.12,0.09,0.62,,,,,
Sasquatch,21,248118,118.87,0.86,0.32,-7.38,0.05,0.36,0,0.22,0.32,,,,,
Satanic Togas,21,94112,97.3,0.98,0.44,-3.86,0.05,0.79,0.39,0.47,0.56,,,,,
Satanicpornocultshop,34,239780,146.67,0.65,0.6,-9.02,0.07,0.39,0.3,0.19,0.52,,,,,
Satélite,54,225312,138.61,0.6,0.56,-7.31,0.03,0,0.46,0.13,0.31,,,,,
Satin Jackets,30,300945,110.83,0.71,0.71,-7.82,0.05,0.43,0.09,0.14,0.5,,,,,
Satin Sheets,26,150467,154.74,0.59,0.63,-11.15,0.05,0.56,0.08,0.16,0.62,,,,,
Satori,42,469694,112.68,0.52,0.75,-10.87,0.04,0.68,0.14,0.2,0.29,,,,,
Satoshi & Makoto,27,243706,113.23,0.23,0.41,-17.82,0.05,0.91,0.9,0.13,0.25,,,,,
Satoshi Gogo,21,218580,123.91,0.41,0.47,-10.35,0.04,0.93,0.91,0.11,0.43,,,,,
Satoshi Tomiie,17,189813,129.02,0.49,0.57,-12.13,0.03,0.67,0.84,0.17,0.12,,,,,
Saturday Looks Good To Me,20,144109,103.07,0.74,0.39,-6.87,0.05,0.28,0.39,0.33,0.58,,,,,
saturdays at your place,32,168927,131.86,0.84,0.42,-5.82,0.07,0,0.03,0.25,0.43,,,,,
Saturnian,18,456399,179.64,0.98,0.11,-4.49,0.33,0.68,0,0.41,0.05,,,,,
Saturnus,24,416077,118.9,0.57,0.43,-7.9,0.03,0.74,0.05,0.12,0.13,,,,,
SATV Music,29,110349,118.11,0.63,0.5,-6.83,0.05,0.03,0.23,0.13,0.25,,,,,
Satyr,24,206828,155.84,0.97,0.38,-3.92,0.16,0.17,0,0.12,0.37,,,,,
Satyricon,24,360642,133.93,0.92,0.3,-7.12,0.1,0.57,0,0.26,0.23,,,,,
Sauce Walka,54,174476,127.77,0.65,0.69,-6.93,0.19,0,0.11,0.3,0.47,,,,,
Saul Williams,23,235135,150.36,0.87,0.59,-5.96,0.14,0.01,0.19,0.32,0.39,,,,,
SAULT,47,230587,108.16,0.52,0.74,-7.87,0.05,0.23,0.34,0.16,0.6,,,,,
Saun & Starr,35,211341,108.28,0.68,0.69,-6.83,0.05,0,0.32,0.17,0.86,,,,,
Savage,29,256380,126.86,0.65,0.74,-7.96,0.14,0.09,0.07,0.17,0.7,,,,,
Savage Ga$p,39,141693,121.65,0.63,0.68,-8.34,0.26,0.01,0.17,0.17,0.56,,,,,
Savage Garden,38,255085,129.63,0.67,0.59,-7.63,0.03,0,0.26,0.14,0.54,,,,,
Savage Hands,33,214467,121.05,0.93,0.48,-5.23,0.11,0.02,0.01,0.23,0.39,,,,,
SAVAGE-44,33,233959,120.66,0.84,0.66,-7.14,0.04,0.79,0.03,0.27,0.56,,,,,
Savages,25,284905,139.91,0.74,0.4,-7.98,0.07,0.18,0.07,0.24,0.29,,,,,
Savannah Ré,43,167103,122.75,0.44,0.61,-9.1,0.19,0,0.48,0.15,0.44,,,,,
Savant,23,280836,128.74,0.72,0.64,-7.07,0.14,0.22,0.01,0.23,0.37,,,,,
Save Face,30,170446,138.26,0.79,0.42,-4.91,0.16,0,0.02,0.22,0.39,,,,,
Saverio Mercadante,20,187507,154.58,0.07,0.29,-22.23,0.04,0.88,0.98,0.13,0.29,,,,,
Saves The Day,25,171618,139.78,0.82,0.48,-5.36,0.08,0,0.08,0.21,0.54,,,,,
Saving Abel,38,229487,133.02,0.82,0.48,-5.01,0.05,0,0.02,0.21,0.51,,,,,
Saving Grace,22,169809,120.36,0.96,0.38,-4.57,0.13,0.59,0,0.19,0.19,,,,,
Saving Vice,26,225818,114.01,0.9,0.45,-4.91,0.09,0,0.04,0.12,0.35,,,,,
Saviour,28,258563,130.47,0.92,0.45,-4.3,0.11,0.02,0.03,0.19,0.2,,,,,
Savoy,29,232450,117.54,0.87,0.46,-4.48,0.05,0.26,0.01,0.19,0.28,,,,,
Savoy Brown,26,305919,119.56,0.71,0.54,-7.01,0.04,0.37,0.25,0.19,0.61,,,,,
Sawako,20,146893,77.15,0.09,0.19,-26.68,0.04,0.75,0.97,0.27,0.05,,,,,
Saweetie,53,147919,120.47,0.71,0.84,-5.65,0.18,0,0.06,0.16,0.66,,,,,
Sawper,33,193118,157.99,0.81,0.38,-6.1,0.06,0.21,0.02,0.31,0.26,,,,,
Sawyer Brown,25,194342,134.38,0.66,0.59,-7.59,0.04,0,0.4,0.15,0.71,,,,,
Saxity,31,186401,119.55,0.75,0.72,-6.19,0.06,0.04,0.08,0.18,0.57,,,,,
Saxon,28,264175,108.96,0.95,0.47,-5.19,0.07,0.03,0,0.17,0.36,,,,,
Saxon Shore,28,179951,106.55,0.36,0.55,-11.05,0.03,0.88,0.56,0.09,0.08,,,,,
Saxtone,29,228064,121.5,0.8,0.7,-8.03,0.04,0.65,0.03,0.1,0.64,,,,,
Say Anything,26,218208,126.95,0.81,0.47,-4.52,0.1,0,0.11,0.22,0.56,,,,,
Say Lou Lou,26,235517,115.34,0.61,0.56,-8.49,0.07,0.08,0.13,0.16,0.37,,,,,
Sayama,24,323027,93.45,0.14,0.22,-18.81,0.04,0.68,0.93,0.15,0.06,,,,,
SAYGRACE,52,186014,133.47,0.66,0.7,-5.23,0.15,0,0.26,0.28,0.62,,,,,
Sayian Jimmy,41,215172,174.07,0.77,0.71,-2.5,0.17,0,0.14,0.1,0.7,,,,,
SAYMYNAME,30,188303,130.51,0.96,0.56,-3.86,0.13,0.37,0.04,0.35,0.38,,,,,
Saysh,44,152443,137.23,0.6,0.54,-9.24,0.1,0.26,0.08,0.1,0.35,,,,,
SayWeCanFly,33,225777,120.21,0.58,0.46,-7.14,0.04,0,0.28,0.24,0.38,,,,,
SBTRKT,33,209149,128.66,0.58,0.64,-8.82,0.09,0.33,0.17,0.16,0.28,,,,,
Scabtik,27,189332,152.27,0.84,0.36,-5.53,0.15,0,0.02,0.32,0.3,,,,,
SCALP,31,113954,109.89,0.97,0.32,-3.54,0.17,0.38,0,0.39,0.17,,,,,
Scan 7,22,331594,124.51,0.69,0.83,-9.25,0.29,0.46,0.01,0.2,0.62,,,,,
Scann-Tec,24,458080,126.83,0.44,0.56,-14.83,0.03,0.87,0.18,0.24,0.11,,,,,
Scar Symmetry,25,288712,130.14,0.97,0.4,-3.67,0.09,0.07,0,0.25,0.29,,,,,
Scarface,26,241424,103.24,0.74,0.7,-5.4,0.26,0,0.09,0.2,0.53,,,,,
Scarlet's Remains,21,203563,129.64,0.86,0.23,-8.28,0.05,0.34,0,0.33,0.39,,,,,
Scarlett O'Hara,27,193762,129.34,0.96,0.45,-4.21,0.11,0.01,0,0.21,0.35,,,,,
Scarra,34,158049,162.52,0.97,0.51,-2.09,0.28,0,0.05,0.59,0.26,,,,,
Scars of Life,24,247241,96.68,0.92,0.49,-7.05,0.06,0.08,0,0.23,0.41,,,,,
Scary Bitches,26,256892,128.67,0.76,0.61,-6.97,0.04,0,0.02,0.14,0.59,,,,,
Scary Goldings,28,195669,127.19,0.79,0.67,-6.47,0.06,0.72,0.28,0.17,0.71,,,,,
Scary Kids Scaring Kids,30,238480,139.85,0.89,0.42,-4.86,0.08,0,0.01,0.22,0.38,,,,,
Scary Pockets,33,209888,111.26,0.6,0.68,-7.15,0.11,0.02,0.26,0.17,0.73,,,,,
Scatman John,32,224034,140.06,0.99,0.71,-6.48,0.07,0.32,0,0.28,0.75,,,,,
Schacke,30,387974,142.51,0.85,0.64,-9.13,0.05,0.68,0.01,0.11,0.5,,,,,
Schammasch,19,456620,115.35,0.95,0.19,-6.77,0.13,0.29,0,0.18,0.07,,,,,
Schiller,26,317355,126.4,0.67,0.58,-10.6,0.04,0.61,0.21,0.2,0.23,,,,,
Schizophrenia,21,204310,140.48,0.95,0.21,-6.25,0.1,0.26,0,0.3,0.2,,,,,
Schmoov!,23,439631,116.26,0.75,0.75,-8.89,0.05,0.76,0.24,0.28,0.6,,,,,
Schneider TM,31,290953,123.02,0.7,0.76,-7.94,0.08,0.7,0.2,0.13,0.67,,,,,
Schodt,21,442562,126.49,0.76,0.64,-7.57,0.04,0.42,0,0.3,0.31,,,,,
Schokkverliebt,23,151334,137.8,0.8,0.78,-4.71,0.22,0,0.03,0.17,0.7,,,,,
Schonwald,19,240041,157.49,0.86,0.36,-5.61,0.1,0.76,0,0.15,0.21,,,,,
School Boy Humor,19,146933,118.97,0.85,0.51,-5.22,0.05,0,0,0.32,0.61,,,,,
School Gyrls,26,193438,110.1,0.88,0.73,-4.65,0.1,0.05,0.04,0.28,0.7,,,,,
School Of Seven Bells,24,252707,112.73,0.76,0.53,-6.46,0.04,0.01,0.05,0.2,0.38,,,,,
ScHoolboy Q,45,250055,114.55,0.68,0.7,-7.28,0.21,0,0.19,0.18,0.43,,,,,
Schoolly D,25,94267,96.44,0.94,0.57,-4.96,0.13,0,0.17,0.55,0.62,,,,,
Schoolyard Heroes,22,247134,139.78,0.84,0.48,-4.27,0.12,0.16,0.04,0.24,0.27,,,,,
Schürze,29,187165,138.05,0.9,0.62,-3.65,0.07,0,0.11,0.48,0.64,,,,,
Schwarz & Funk,30,337509,110.39,0.51,0.7,-11.5,0.03,0.72,0.4,0.1,0.65,,,,,
Schwefelgelb,26,319159,128.08,0.9,0.72,-5.73,0.08,0.72,0.03,0.14,0.42,,,,,
Schytts,24,161613,148.73,0.7,0.64,-7.42,0.06,0,0.24,0.16,0.95,,,,,
Schyzo,38,196304,112.91,0.54,0.8,-8.73,0.21,0,0.27,0.14,0.51,,,,,
Scientist,25,204981,130.4,0.5,0.74,-13.92,0.09,0.57,0.11,0.15,0.69,,,,,
Scientists,24,216487,142.54,0.89,0.39,-6.08,0.08,0.01,0,0.22,0.46,,,,,
Scissor Sisters,31,230752,126.49,0.79,0.69,-5.25,0.05,0.03,0.12,0.2,0.73,,,,,
SCNTST,23,280764,131.65,0.8,0.57,-8.48,0.09,0.29,0.01,0.25,0.23,,,,,
Scooter,27,229785,145.41,0.94,0.53,-5.68,0.08,0.22,0.01,0.39,0.38,,,,,
Scope DJ,24,296882,148.25,0.88,0.57,-6.47,0.06,0.42,0.01,0.37,0.3,,,,,
Scorpion Child,28,274280,120.32,0.89,0.27,-3.86,0.07,0.33,0,0.38,0.43,,,,,
Scorpions,33,252884,132.39,0.77,0.48,-4.89,0.05,0.04,0.14,0.34,0.37,,,,,10
Scorz,39,181178,124.04,0.87,0.56,-7.18,0.05,0.42,0.08,0.23,0.16,,,,,
Scotch,30,277004,114.01,0.71,0.8,-8.88,0.04,0.02,0.11,0.25,0.92,,,,,
Scott Brown,22,306615,157.79,0.96,0.51,-4.66,0.08,0.39,0.01,0.19,0.27,,,,,
Scott Cossu,24,221050,137.56,0.2,0.37,-15.77,0.04,0.87,0.95,0.1,0.17,,,,,
Scott D. Davis,26,238714,134.25,0.27,0.4,-16.63,0.05,0.86,0.98,0.16,0.16,,,,,
Scott Grooves,35,295733,126.14,0.81,0.83,-7.2,0.26,0.55,0.05,0.08,0.55,,,,,
Scott H. Biram,27,219816,114.88,0.64,0.49,-7.97,0.1,0.17,0.63,0.22,0.62,,,,,
Scott Rill,55,171047,115.52,0.8,0.68,-6.85,0.36,0.37,0.08,0.32,0.19,,,,,
Scott Stapp,37,235349,132.55,0.84,0.45,-4.77,0.04,0,0.01,0.16,0.36,,,,,
Scott Walker,17,246173,119.48,0.42,0.47,-10.33,0.04,0.09,0,0.11,0.03,,,,,
Scotty McCreery,32,211978,130.11,0.7,0.56,-5.85,0.04,0,0.22,0.16,0.54,,,,,
Scout Niblett,21,239129,113.05,0.16,0.5,-13.44,0.05,0.01,0.82,0.11,0.15,,,,,
Scouting For Girls,56,207157,170.77,0.84,0.48,-3.42,0.06,0,0.04,0.17,0.66,,,,,
Scowl,32,92239,115.65,0.97,0.32,-3.76,0.13,0.42,0,0.46,0.3,,,,,
Scrapper Blackwell,35,291914,109.03,0.41,0.67,-8.44,0.05,0.01,0.72,0.14,0.53,,,,,
Scratch Massive,34,249583,112.81,0.66,0.55,-7.98,0.05,0.65,0.16,0.12,0.25,,,,,
Scratcha DVA,24,263916,135.99,0.82,0.69,-7.31,0.18,0.21,0.03,0.17,0.34,,,,,
Screamer,19,212072,119.57,0.96,0.42,-4.56,0.13,0.15,0,0.2,0.45,,,,,
Screamin' Jay Hawkins,24,216025,118.95,0.52,0.59,-11.25,0.14,0.07,0.44,0.24,0.65,,,,,
Screamin Rachael,21,439307,125.21,0.72,0.71,-14.11,0.05,0.08,0,0.35,0.6,,,,,
Screaming Females,27,217622,135.54,0.77,0.43,-5.62,0.06,0.06,0.04,0.22,0.57,,,,,
Screaming Headless Torsos,25,255645,127.47,0.91,0.6,-5.53,0.1,0.04,0.03,0.12,0.75,,,,,
Screeching Weasel,24,126641,139.54,0.95,0.39,-4.91,0.07,0.07,0.01,0.27,0.7,,,,,
Screwball,27,195648,94.34,0.76,0.78,-5.08,0.27,0,0.04,0.23,0.77,,,,,
Scribz Riley,44,145038,113.74,0.41,0.68,-10.42,0.06,0,0.45,0.16,0.45,,,,,
Scrim,53,151597,134.69,0.74,0.79,-6.09,0.39,0,0.1,0.35,0.54,,,,,
Scrum,26,196810,148.49,0.84,0.58,-4.39,0.05,0.01,0.02,0.2,0.76,,,,,
Scruscru,34,319899,122.01,0.66,0.84,-8.47,0.12,0.63,0.08,0.17,0.8,,,,,
SCSI-9,20,455354,124.01,0.36,0.77,-17.38,0.05,0.9,0.05,0.1,0.2,,,,,
Scuba,24,284898,131.01,0.77,0.71,-8.72,0.05,0.75,0.01,0.17,0.34,,,,,
Scum of the Earth,27,181326,110.25,0.96,0.57,-3.71,0.08,0.26,0,0.22,0.51,,,,,
Scumbag Millionaire,23,122786,136.6,0.93,0.31,-6.21,0.08,0.12,0,0.27,0.35,,,,,
Scuzz Twittly,32,157004,122.93,0.41,0.73,-12.22,0.11,0,0.53,0.19,0.75,,,,,
Sd Laika,19,292467,106.84,0.91,0.45,-6.84,0.46,0.86,0.01,0.19,0.17,,,,,
SDIB,41,263727,108.99,0.52,0.79,-8.44,0.04,0.02,0.44,0.12,0.68,,,,,
SE,20,193714,140.03,0.5,0.82,-11.58,0.12,0,0.85,0.11,0.7,,,,,
SE SO NEON,46,238462,138.38,0.63,0.52,-4.1,0.06,0.06,0.22,0.22,0.5,,,,,
Sea Girls,49,205157,118.91,0.73,0.55,-6.48,0.04,0.07,0.04,0.27,0.6,,,,,
Sea in the Sky,24,253379,126.87,0.92,0.41,-3.84,0.11,0.11,0.02,0.21,0.39,,,,,
Sea of Lettuce,30,185089,115.8,0.63,0.59,-9.63,0.04,0.01,0.13,0.14,0.58,,,,,
Sea Of Treachery,24,243240,138.71,0.98,0.41,-3.02,0.12,0.01,0,0.29,0.44,,,,,
Sea Oleena,30,316298,111.54,0.24,0.22,-17.26,0.03,0.71,0.87,0.21,0.06,,,,,
Seabear,26,192011,116.82,0.68,0.53,-7.57,0.03,0.44,0.43,0.18,0.6,,,,,
Seabound,24,308167,136.66,0.86,0.56,-7.61,0.04,0.19,0.04,0.26,0.3,,,,,
Seaforth,45,197670,103.93,0.65,0.61,-5.88,0.05,0,0.28,0.13,0.58,,,,,
Seahaven,23,246545,135.01,0.7,0.5,-6.33,0.07,0.08,0.06,0.2,0.29,,,,,
Seal,29,263502,122.02,0.61,0.57,-7.44,0.04,0,0.32,0.15,0.49,,,,,
Seamoon,23,433268,152.27,0.63,0.66,-8.9,0.04,0.73,0.08,0.15,0.28,,,,,
Seamus Haji,28,257636,122.47,0.89,0.76,-5.08,0.08,0.12,0.03,0.23,0.72,,,,,
Sean & Dee,25,246425,128.5,0.96,0.65,-7.83,0.05,0.86,0.03,0.23,0.09,,,,,
Sean Banan,34,197920,131.63,0.87,0.76,-4.41,0.1,0,0.03,0.24,0.76,,,,,
Sean C. Johnson,24,222760,100.04,0.64,0.54,-7.51,0.12,0,0.23,0.19,0.46,,,,,
Sean Chambers,17,306747,97.39,0.64,0.56,-6,0.03,0.18,0.46,0.11,0.54,,7,,,
Sean Costello,25,296843,101.71,0.59,0.69,-6.28,0.04,0.01,0.34,0.14,0.59,,,,,
Sean Downey,25,112533,121.8,0.82,0.55,-6.01,0.03,0.81,0.21,0.16,0.34,,,,,
Sean Finn,36,198034,123.22,0.91,0.73,-3.26,0.08,0.12,0.07,0.21,0.6,,,,,
Sean Harkness,22,258633,139.7,0.2,0.6,-17.57,0.04,0.93,0.97,0.11,0.3,,,,,
Sean Kingston,49,213674,122.06,0.77,0.7,-4.25,0.09,0,0.11,0.29,0.73,,,,,
Sean McConnell,32,215179,125.89,0.6,0.53,-7.84,0.03,0,0.33,0.16,0.44,,,,,
Sean Paul,33,207796,116.94,0.77,0.73,-4.94,0.23,0,0.13,0.17,0.67,,,,,
Sean Price,25,179525,113.78,0.8,0.54,-5.89,0.37,0.01,0.11,0.32,0.59,,,,,
Sean Stemaly,43,185989,141.42,0.82,0.53,-4.2,0.04,0,0.11,0.19,0.64,,,,,
Sean Tizzle,32,191448,104.07,0.68,0.71,-5.63,0.1,0,0.26,0.11,0.74,,,,,
Sean Tyas,26,299539,135.9,0.86,0.48,-7.38,0.05,0.73,0.04,0.31,0.18,,,,,
Seanizzle,25,155239,109.88,0.82,0.7,-3.7,0.29,0,0.19,0.13,0.78,,,,,
Seapony,23,168351,145.26,0.75,0.59,-6.51,0.03,0.81,0.17,0.14,0.8,,,,,
Search The City,28,205828,154.46,0.93,0.42,-4.22,0.09,0,0,0.19,0.53,,,,,
Searows,55,305790,89.71,0.16,0.42,-17.03,0.03,0.05,0.92,0.1,0.18,,,,,
Seasick Steve,29,237287,131.87,0.52,0.54,-10.22,0.12,0.08,0.61,0.21,0.49,,,,,
Seaside Clubbers,31,196888,140.27,0.87,0.71,-4.69,0.08,0,0.05,0.3,0.67,,,,,
Seaway,29,196945,122.06,0.88,0.54,-4.11,0.06,0,0.01,0.17,0.57,,,,,
Seb Wildblood,35,289137,121.78,0.64,0.73,-10.47,0.06,0.79,0.25,0.11,0.48,,,,,
Seba,23,380441,165.81,0.84,0.58,-6.98,0.06,0.79,0.03,0.13,0.42,,,,,
Sebadoh,24,185567,119.41,0.83,0.48,-7.7,0.05,0.11,0.4,0.12,0.39,,,,,
SebastiAn,27,197304,123.85,0.77,0.57,-4.67,0.19,0.31,0.13,0.32,0.4,,,,,
Sebastian Bach,27,246824,131.06,0.86,0.49,-5.05,0.04,0.33,0.01,0.23,0.49,,,,,
Sebastián Escofet,35,141548,109.4,0.14,0.33,-24.66,0.04,0.92,0.9,0.1,0.14,,,,,
Sebastian Groth,22,317170,139.15,0.94,0.62,-6.78,0.07,0.87,0,0.2,0.29,,,,,
Sebastian Ingrosso,35,314222,127.9,0.8,0.63,-6.18,0.06,0.36,0.06,0.11,0.23,,,,,
Sebastian Mikael,34,205623,114,0.55,0.63,-8.72,0.13,0.08,0.38,0.23,0.58,,,,,
Sebastian Mullaert,26,430047,115.01,0.31,0.58,-20.18,0.07,0.91,0.59,0.1,0.35,,,,,
Sebastian Plano,30,209801,90.85,0.21,0.27,-18.08,0.04,0.84,0.79,0.11,0.09,,,,,
Sebastian Stakset,22,219117,122.47,0.59,0.57,-7.93,0.22,0,0.08,0.17,0.46,,,,,
Sebastian Weikum,28,285121,123,0.75,0.72,-7.92,0.04,0.7,0.01,0.16,0.49,,,,,
Sebastian Winskog,29,144154,101.52,0.22,0.66,-12.69,0.07,0.85,0.93,0.11,0.17,,,,,
Sebastian Yatra,70,201292,121.85,0.53,0.61,-6.57,0.06,0,0.43,0.15,0.58,,,,,
Sebastien,33,195485,120.75,0.72,0.73,-6.32,0.08,0.01,0.1,0.18,0.42,,,,,
Sébastien Léger,27,408327,125.98,0.73,0.85,-7.71,0.13,0.72,0.03,0.06,0.51,,,,,
Sébastien Schuller,19,285800,147.03,0.37,0.47,-15.23,0.03,0.92,0.99,0.12,0.39,,,,,
Sébastien Tellier,30,246611,116.64,0.64,0.66,-8.14,0.04,0.53,0.28,0.15,0.58,,,,,
Sebb Junior,25,291534,122,0.68,0.88,-9.1,0.18,0.32,0.07,0.24,0.59,,,,,
Sebjak,36,326283,121.43,0.75,0.75,-9.26,0.05,0.58,0.07,0.12,0.39,,,,,
Sebo K,23,436754,123.51,0.81,0.81,-11.44,0.07,0.88,0.05,0.09,0.51,,,,,
Secede,24,133240,72.84,0.17,0.19,-20.53,0.03,0.89,0.98,0.11,0.04,,,,,
Sech,69,229607,131.94,0.72,0.77,-3.99,0.16,0,0.2,0.21,0.75,,,,,
Seckond Chaynce,40,214098,123.29,0.63,0.69,-7.04,0.1,0,0.22,0.21,0.49,,,,,
Second Still,33,202355,164.3,0.89,0.58,-5.86,0.03,0.6,0.02,0.17,0.48,,,,,
Second To Sun,21,259349,96.07,0.94,0.32,-5.2,0.12,0.41,0,0.53,0.07,,,,,
Secondcity,31,249177,124.32,0.84,0.78,-7.95,0.08,0.58,0.03,0.12,0.72,,,,,
Secondhand Serenade,32,185390,84.96,0.64,0.44,-5.28,0.03,0,0.03,0.32,0.45,,,,,
Secret & Whisper,22,208292,125.75,0.91,0.4,-3.4,0.08,0.09,0.02,0.27,0.28,,,,,
Secret Band,24,213393,147.06,0.98,0.38,-3.27,0.21,0.29,0,0.28,0.22,,,,,
Secret Garden,28,235207,99.1,0.28,0.27,-13.21,0.04,0.45,0.84,0.12,0.14,,,,,
Secret Service,31,227010,129.33,0.87,0.59,-4.39,0.05,0,0.09,0.33,0.73,,,,,
Secrets,25,217940,140.65,0.94,0.43,-3.92,0.12,0.08,0.02,0.27,0.32,,,,,
Sect Unit,55,114176,166.78,0.46,0.65,-11.5,0.2,0.16,0.34,0.13,0.13,,,,,
Section 1,24,218765,152.16,0.89,0.41,-6.55,0.07,0.02,0.06,0.32,0.45,,,,,
SECTION H8,20,111186,112.42,0.96,0.34,-4.66,0.13,0.3,0,0.67,0.34,,,,,
SEDIMENTUM,19,209707,84.46,0.99,0.15,-2.88,0.11,0.77,0,0.14,0.04,,,,,
See You Next Tuesday,21,117112,108.94,0.88,0.34,-4.89,0.14,0.18,0.01,0.35,0.12,,,,,
Seeb,46,194245,115.66,0.8,0.58,-3.93,0.07,0,0.11,0.26,0.49,,,,,
Seed of Pain,26,112145,126.1,0.92,0.33,-5.56,0.11,0.19,0,0.32,0.45,,,,,
Seedhe Maut,49,193787,128.69,0.59,0.79,-8.62,0.24,0,0.29,0.17,0.45,,,,,
Seefeel,26,322361,141.9,0.35,0.44,-18.62,0.12,0.93,0.85,0.1,0.21,,,,,
Seekae,31,249270,119.52,0.61,0.57,-8.83,0.06,0.24,0.31,0.12,0.32,,,,,
Seether,41,242644,135.92,0.82,0.49,-4.92,0.05,0.11,0.01,0.14,0.42,,,,,
Sega Bodega,29,192968,136.89,0.57,0.6,-10.26,0.1,0.19,0.29,0.16,0.35,,,,,
Seiji Igusa,21,224286,118.44,0.41,0.58,-11.21,0.06,0.86,0.78,0.13,0.46,,,,,
Seikima-II,21,291914,133.01,0.91,0.45,-5.22,0.07,0.04,0.01,0.23,0.4,,,,,
Seiko Matsuda,28,250841,126.99,0.66,0.6,-7.95,0.03,0.1,0.5,0.17,0.54,,,,,
Seinabo Sey,33,223003,115.8,0.54,0.56,-7.72,0.07,0.01,0.38,0.19,0.42,,,,,
Seizo,33,187934,124.34,0.76,0.69,-5.54,0.05,0,0.08,0.19,0.4,,,,,
Sékouba Bambino,26,285748,121.12,0.67,0.71,-6.8,0.04,0.03,0.43,0.2,0.77,,,,,
Selah,32,237197,121.08,0.36,0.42,-9.83,0.03,0,0.41,0.13,0.23,,,,,
Selah Sue,32,212202,114.73,0.57,0.66,-6.43,0.08,0,0.15,0.17,0.52,,,,,
Selda Bağcan,33,248963,120.06,0.56,0.55,-8.21,0.07,0.06,0.69,0.26,0.53,,,,,
Selena,44,205086,146.44,0.6,0.59,-8.99,0.05,0,0.29,0.17,0.75,,,,,
Selena Gomez,55,199626,116.65,0.69,0.69,-5.79,0.09,0.01,0.14,0.17,0.51,,,,,
Selena Gomez & The Scene,43,199397,131.37,0.85,0.6,-3.85,0.08,0,0.08,0.18,0.64,,,,,
Selena y los Dinos,43,167155,149.67,0.81,0.65,-5.21,0.05,0,0.37,0.13,0.91,,,,,
Self Deception,33,199183,128.71,0.89,0.49,-4.75,0.08,0,0.01,0.21,0.41,,,,,
